gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,ServiceCount,Churn_Label,Churn_Probability,Risk_Level,Recommended_Action,Revenue_At_Risk
Male,0,No,No,44,Yes,No,No,0,0,0,0,0,0,One year,No,Credit card (automatic),19.5,835.5,No,0,0,0,0.008341097,Low Risk,​​​​​​​✅ No Immediate Action,4.1705484
Female,1,Yes,No,32,Yes,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,1,1,1,0.7168295,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,358.41473
Female,0,Yes,No,69,Yes,Yes,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),24.95,1718.35,No,0,0,0,0.0074493457,Low Risk,​​​​​​​✅ No Immediate Action,3.7246728
Female,1,No,No,16,Yes,No,DSL,0,0,0,1,1,0,Month-to-month,No,Electronic check,59.4,1023.9,Yes,1,2,1,0.6326338,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,316.3169
Male,1,Yes,Yes,68,Yes,No,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),19.5,1193.55,No,0,0,0,0.017903715,Low Risk,​​​​​​​✅ No Immediate Action,8.951858
Male,0,No,No,16,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,0,0,0,0.37078097,Low Risk,​​​​​​​✅ No Immediate Action,185.39049
Male,0,Yes,Yes,68,Yes,No,DSL,1,1,0,1,1,1,Two year,No,Bank transfer (automatic),82.85,5776.45,No,0,5,0,0.006110864,Low Risk,​​​​​​​✅ No Immediate Action,3.055432
Male,0,No,No,4,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.0,78.9,No,0,0,0,0.024838502,Low Risk,​​​​​​​✅ No Immediate Action,12.4192505
Female,0,Yes,Yes,26,No,No phone service,DSL,1,1,0,1,0,0,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,0,3,0,0.108336404,Low Risk,​​​​​​​✅ No Immediate Action,54.1682
Female,0,No,No,29,No,No phone service,DSL,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,30.6,856.35,Yes,1,1,1,0.59697866,Low Risk,​​​​​​​✅ No Immediate Action,298.48932
Male,0,No,Yes,5,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),20.35,122.0,No,0,0,0,0.14769378,Low Risk,​​​​​​​✅ No Immediate Action,73.84689
Male,0,Yes,No,70,Yes,Yes,Fiber optic,0,1,1,0,1,0,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,0,3,0,0.0960221,Low Risk,​​​​​​​✅ No Immediate Action,48.01105
Male,0,Yes,No,24,Yes,No,DSL,1,0,0,1,1,1,One year,No,Bank transfer (automatic),74.4,1712.9,No,0,4,0,0.028130086,Low Risk,​​​​​​​✅ No Immediate Action,14.065043
Female,1,Yes,No,72,Yes,Yes,DSL,1,1,1,1,0,1,Two year,No,Bank transfer (automatic),78.45,5682.25,No,0,5,0,0.005345469,Low Risk,​​​​​​​✅ No Immediate Action,2.6727345
Male,0,No,No,1,Yes,No,Fiber optic,0,0,0,1,0,0,Month-to-month,Yes,Mailed check,74.3,74.3,No,0,1,0,0.43045804,Low Risk,​​​​​​​✅ No Immediate Action,215.22902
Male,0,Yes,No,70,No,No phone service,DSL,0,1,1,1,0,1,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,0,4,0,0.04400199,Low Risk,​​​​​​​✅ No Immediate Action,22.000994
Female,0,Yes,Yes,36,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,0,0,0,0.015604421,Low Risk,​​​​​​​✅ No Immediate Action,7.8022103
Female,1,No,No,38,Yes,Yes,Fiber optic,0,0,0,1,1,1,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes,1,3,1,0.85052687,High Risk,​​​​​​​🔥 Call + 20% Discount,425.26343
Female,0,No,No,17,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,70.0,1144.5,Yes,1,0,1,0.6827948,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,341.3974
Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,0,1,1,1,1,1,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,0,5,0,0.09536246,Low Risk,​​​​​​​✅ No Immediate Action,47.681232
Female,0,No,No,1,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,1,0,1,0.8463253,High Risk,​​​​​​​🔥 Call + 20% Discount,423.16263
Male,0,No,No,2,No,No phone service,DSL,0,0,0,1,0,0,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,1,1,1,0.7724368,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,386.21838
Male,0,No,No,14,Yes,No,Fiber optic,0,0,1,0,0,0,Month-to-month,No,Electronic check,76.45,1117.55,No,0,1,0,0.26599792,Low Risk,​​​​​​​✅ No Immediate Action,132.99896
Male,1,No,No,2,Yes,No,Fiber optic,0,1,1,1,0,1,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,1,4,1,0.81960934,High Risk,​​​​​​​🔥 Call + 20% Discount,409.80466
Male,0,No,No,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.8,19.8,Yes,1,0,1,0.73918945,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,369.59473
Male,0,Yes,Yes,13,Yes,Yes,DSL,0,1,1,1,1,0,Month-to-month,Yes,Electronic check,72.8,930.05,No,0,4,0,0.07345851,Low Risk,​​​​​​​✅ No Immediate Action,36.729256
Male,0,No,No,6,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,18.95,110.15,No,0,0,0,0.021362636,Low Risk,​​​​​​​✅ No Immediate Action,10.681318
Female,0,No,No,4,Yes,No,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,1,1,1,0.6232092,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,311.60458
Female,0,Yes,Yes,5,Yes,No,Fiber optic,0,1,0,1,1,1,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,1,4,1,0.90392154,High Risk,​​​​​​​🔥 Call + 20% Discount,451.9608
Female,0,Yes,No,15,Yes,No,Fiber optic,1,0,1,0,1,1,Month-to-month,No,Electronic check,101.75,1669.4,No,0,4,0,0.40232423,Low Risk,​​​​​​​✅ No Immediate Action,201.16211
Female,0,No,No,47,Yes,No,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,0,1,0,0.11894726,Low Risk,​​​​​​​✅ No Immediate Action,59.47363
Female,0,No,No,8,Yes,No,DSL,0,0,1,1,0,1,Month-to-month,No,Mailed check,64.1,504.05,No,0,3,0,0.09777543,Low Risk,​​​​​​​✅ No Immediate Action,48.887714
Male,0,No,No,17,No,No phone service,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,25.65,440.2,No,0,0,0,0.28375274,Low Risk,​​​​​​​✅ No Immediate Action,141.87637
Male,0,Yes,Yes,15,Yes,No,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Mailed check,75.1,1151.55,No,0,1,0,0.21219921,Low Risk,​​​​​​​✅ No Immediate Action,106.09961
Female,0,No,No,26,Yes,No,Fiber optic,1,0,1,1,0,1,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,0,4,0,0.08755814,Low Risk,​​​​​​​✅ No Immediate Action,43.77907
Female,0,No,No,23,Yes,Yes,DSL,1,0,0,0,0,0,Month-to-month,No,Electronic check,54.4,1249.25,No,0,1,0,0.16152854,Low Risk,​​​​​​​✅ No Immediate Action,80.764275
Female,1,No,No,4,Yes,No,Fiber optic,0,1,0,0,0,0,Month-to-month,No,Electronic check,72.75,317.75,No,0,1,0,0.37467903,Low Risk,​​​​​​​✅ No Immediate Action,187.33951
Male,0,No,Yes,29,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,19.85,535.05,No,0,0,0,0.012510042,Low Risk,​​​​​​​✅ No Immediate Action,6.2550206
Female,0,No,No,25,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.05,461.3,No,0,0,0,0.009934997,Low Risk,​​​​​​​✅ No Immediate Action,4.967499
Male,0,No,No,9,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,44.95,431.0,Yes,1,0,1,0.32260355,Low Risk,​​​​​​​✅ No Immediate Action,161.30177
Male,0,Yes,No,18,Yes,No,DSL,0,0,1,0,0,0,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,1,1,1,0.13955803,Low Risk,​​​​​​​✅ No Immediate Action,69.779015
Male,1,No,No,3,Yes,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.85,335.75,No,0,2,0,0.82702947,High Risk,​​​​​​​🔥 Call + 20% Discount,413.51474
Female,0,Yes,Yes,69,No,No phone service,DSL,1,1,1,1,0,0,Two year,No,Bank transfer (automatic),46.25,3121.4,No,0,4,0,0.009804098,Low Risk,​​​​​​​✅ No Immediate Action,4.902049
Male,0,No,No,14,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,19.35,324.8,No,0,0,0,0.017120322,Low Risk,​​​​​​​✅ No Immediate Action,8.560161
Male,0,No,No,19,Yes,Yes,DSL,0,0,0,0,1,1,Month-to-month,No,Mailed check,69.6,1394.55,No,0,2,0,0.17859845,Low Risk,​​​​​​​✅ No Immediate Action,89.299225
Male,1,No,No,39,Yes,Yes,Fiber optic,0,1,0,0,0,1,Month-to-month,No,Electronic check,90.7,3413.25,No,0,2,0,0.133736,Low Risk,​​​​​​​✅ No Immediate Action,66.868
Male,0,No,No,31,Yes,No,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,101.4,3143.65,No,0,4,0,0.32761624,Low Risk,​​​​​​​✅ No Immediate Action,163.80812
Male,0,Yes,Yes,24,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.25,439.75,No,0,0,0,0.012193483,Low Risk,​​​​​​​✅ No Immediate Action,6.0967417
Male,0,Yes,No,14,Yes,No,DSL,0,0,0,1,0,0,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,0,1,0,0.221553,Low Risk,​​​​​​​✅ No Immediate Action,110.7765
Female,0,Yes,No,64,Yes,No,DSL,1,1,1,1,0,1,Two year,Yes,Mailed check,74.35,4759.55,No,0,5,0,0.014690114,Low Risk,​​​​​​​✅ No Immediate Action,7.345057
Female,0,No,No,50,Yes,No,No,0,0,0,0,0,0,One year,Yes,Mailed check,19.35,1033.0,No,0,0,0,0.02150901,Low Risk,​​​​​​​✅ No Immediate Action,10.754505
Male,0,Yes,Yes,52,Yes,No,DSL,0,1,1,1,1,0,One year,Yes,Electronic check,68.75,3482.85,No,0,4,0,0.013882345,Low Risk,​​​​​​​✅ No Immediate Action,6.941172
Male,0,No,No,28,Yes,Yes,Fiber optic,0,1,0,0,1,1,One year,No,Electronic check,100.2,2688.45,No,0,3,0,0.2347352,Low Risk,​​​​​​​✅ No Immediate Action,117.3676
Female,0,No,No,21,Yes,No,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),20.85,435.25,No,0,0,0,0.019081155,Low Risk,​​​​​​​✅ No Immediate Action,9.540578
Male,0,No,Yes,25,Yes,No,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,1,3,1,0.6332628,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,316.6314
Female,0,Yes,No,17,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,19.35,307.0,No,0,0,0,0.023944499,Low Risk,​​​​​​​✅ No Immediate Action,11.972249
Male,0,Yes,No,58,No,No phone service,DSL,0,0,0,0,1,1,One year,Yes,Credit card (automatic),45.0,2689.35,No,0,2,0,0.18680863,Low Risk,​​​​​​​✅ No Immediate Action,93.40431
Male,1,Yes,No,17,Yes,No,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,1,1,1,0.53088796,Low Risk,​​​​​​​✅ No Immediate Action,265.44397
Female,0,Yes,No,51,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,25.5,1281.25,No,0,0,0,0.008599317,Low Risk,​​​​​​​✅ No Immediate Action,4.2996583
Male,0,Yes,Yes,72,No,No phone service,DSL,1,0,1,1,1,0,Two year,No,Mailed check,48.9,3527.0,No,0,4,0,0.004219515,Low Risk,​​​​​​​✅ No Immediate Action,2.1097574
Male,0,Yes,No,52,Yes,No,Fiber optic,1,0,0,0,1,0,Month-to-month,No,Electronic check,84.1,4348.65,Yes,1,2,1,0.7264742,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,363.23712
Female,0,No,No,27,Yes,No,No,0,0,0,0,0,0,Two year,Yes,Mailed check,19.6,561.15,No,0,0,0,0.01942764,Low Risk,​​​​​​​✅ No Immediate Action,9.71382
Female,0,No,No,3,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.0,63.6,No,0,0,0,0.14101474,Low Risk,​​​​​​​✅ No Immediate Action,70.50737
Female,0,Yes,No,64,Yes,Yes,DSL,1,1,1,1,0,1,Two year,Yes,Mailed check,81.3,5129.3,No,0,5,0,0.011737689,Low Risk,​​​​​​​✅ No Immediate Action,5.8688445
Female,0,Yes,No,45,Yes,No,Fiber optic,0,0,0,1,1,1,Two year,Yes,Credit card (automatic),95.2,4285.8,No,0,3,0,0.0143806385,Low Risk,​​​​​​​✅ No Immediate Action,7.190319
Male,1,Yes,No,3,No,No phone service,DSL,0,0,0,0,1,0,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,1,1,1,0.88634086,High Risk,​​​​​​​🔥 Call + 20% Discount,443.17044
Female,0,Yes,No,71,Yes,Yes,DSL,0,1,1,1,1,1,Two year,Yes,Credit card (automatic),83.3,5894.5,No,0,5,0,0.0049465913,Low Risk,​​​​​​​✅ No Immediate Action,2.4732957
Female,1,No,No,1,No,No phone service,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,25.05,25.05,Yes,1,0,1,0.54809505,Low Risk,​​​​​​​✅ No Immediate Action,274.04752
Female,0,Yes,Yes,58,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.3,1160.75,No,0,0,0,0.00586518,Low Risk,​​​​​​​✅ No Immediate Action,2.93259
Male,0,Yes,Yes,34,Yes,No,Fiber optic,0,1,1,0,1,0,Month-to-month,Yes,Electronic check,89.85,3091.75,No,0,3,0,0.2361219,Low Risk,​​​​​​​✅ No Immediate Action,118.06094
Female,0,No,No,8,Yes,No,DSL,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,1,1,1,0.7037268,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,351.8634
Female,0,Yes,Yes,15,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.8,272.95,No,0,0,0,0.20732315,Low Risk,​​​​​​​✅ No Immediate Action,103.661575
Male,0,Yes,Yes,66,No,No phone service,DSL,0,0,1,1,1,1,Two year,No,Bank transfer (automatic),54.65,3632.0,No,0,4,0,0.007816158,Low Risk,​​​​​​​✅ No Immediate Action,3.9080791
Male,1,No,No,12,No,No phone service,DSL,0,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,0,1,0,0.18278332,Low Risk,​​​​​​​✅ No Immediate Action,91.39166
Male,0,No,No,58,Yes,No,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,0,0,0,0.02078299,Low Risk,​​​​​​​✅ No Immediate Action,10.391495
Female,0,Yes,Yes,3,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.1,52.0,No,0,0,0,0.0048798015,Low Risk,​​​​​​​✅ No Immediate Action,2.4399009
Female,1,Yes,No,43,No,No phone service,DSL,0,1,1,0,1,1,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,1,4,1,0.673254,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,336.627
Female,0,No,No,9,Yes,No,Fiber optic,0,1,1,0,0,0,Month-to-month,No,Electronic check,80.55,653.9,No,0,2,0,0.20667587,Low Risk,​​​​​​​✅ No Immediate Action,103.33794
Female,0,No,No,3,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.25,71.2,No,0,0,0,0.030712105,Low Risk,​​​​​​​✅ No Immediate Action,15.356052
Female,0,Yes,Yes,22,Yes,No,DSL,0,1,0,0,1,1,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,1,3,1,0.10296657,Low Risk,​​​​​​​✅ No Immediate Action,51.483284
Male,0,Yes,No,40,Yes,Yes,Fiber optic,0,1,1,0,1,1,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,0,4,0,0.45606402,Low Risk,​​​​​​​✅ No Immediate Action,228.03201
Female,0,No,No,68,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),25.5,1821.8,No,0,0,0,0.0026558202,Low Risk,​​​​​​​✅ No Immediate Action,1.3279101
Male,0,Yes,No,54,Yes,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,1,4,1,0.8517974,High Risk,​​​​​​​🔥 Call + 20% Discount,425.8987
Female,0,No,No,50,Yes,Yes,DSL,0,1,0,1,1,1,Two year,Yes,Mailed check,79.6,4024.2,No,0,4,0,0.011047476,Low Risk,​​​​​​​✅ No Immediate Action,5.523738
Male,0,No,No,1,Yes,No,DSL,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,55.25,55.25,No,0,1,0,0.8355124,High Risk,​​​​​​​🔥 Call + 20% Discount,417.7562
Female,0,Yes,No,72,Yes,Yes,DSL,1,1,1,1,1,1,Two year,No,Bank transfer (automatic),88.05,6520.8,No,0,6,0,0.0015095099,Low Risk,​​​​​​​✅ No Immediate Action,0.75475496
Male,0,No,Yes,40,Yes,No,No,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),20.4,854.9,No,0,0,0,0.010757518,Low Risk,​​​​​​​✅ No Immediate Action,5.378759
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,0,6,0,0.011491703,Low Risk,​​​​​​​✅ No Immediate Action,5.7458515
Female,0,No,No,6,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.0,109.2,No,0,0,0,0.15952307,Low Risk,​​​​​​​✅ No Immediate Action,79.761536
Female,0,No,No,5,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,0,0,0,0.12262251,Low Risk,​​​​​​​✅ No Immediate Action,61.311256
Male,0,Yes,No,48,Yes,Yes,DSL,0,1,1,0,0,1,One year,Yes,Credit card (automatic),70.55,3420.5,No,0,3,0,0.13660209,Low Risk,​​​​​​​✅ No Immediate Action,68.30104
Female,0,No,No,1,Yes,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,1,2,1,0.974714,High Risk,​​​​​​​🔥 Call + 20% Discount,487.357
Female,0,Yes,Yes,64,Yes,No,DSL,1,0,0,1,1,0,One year,No,Mailed check,65.8,4068.0,No,0,3,0,0.010269524,Low Risk,​​​​​​​✅ No Immediate Action,5.134762
Female,0,No,No,17,Yes,No,No,0,0,0,0,0,0,One year,No,Credit card (automatic),20.05,337.9,No,0,0,0,0.020002432,Low Risk,​​​​​​​✅ No Immediate Action,10.001216
Male,0,Yes,No,40,Yes,No,Fiber optic,0,1,1,0,0,0,Month-to-month,Yes,Electronic check,80.0,3168.75,No,0,2,0,0.4367366,Low Risk,​​​​​​​✅ No Immediate Action,218.3683
Female,0,Yes,Yes,41,No,No phone service,DSL,1,0,1,0,0,0,One year,No,Credit card (automatic),35.4,1412.4,No,0,2,0,0.031448536,Low Risk,​​​​​​​✅ No Immediate Action,15.724268
Male,1,No,No,51,Yes,Yes,Fiber optic,0,1,0,0,0,0,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,0,1,0,0.09775314,Low Risk,​​​​​​​✅ No Immediate Action,48.876568
Male,0,Yes,No,41,Yes,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,80.25,3439.0,No,0,1,0,0.5242149,Low Risk,​​​​​​​✅ No Immediate Action,262.10745
Female,0,Yes,Yes,1,Yes,No,DSL,0,0,1,0,0,0,Month-to-month,No,Mailed check,50.45,50.45,Yes,1,1,1,0.7709363,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,385.46817
Female,0,No,No,2,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.45,42.45,No,0,0,0,0.117024966,Low Risk,​​​​​​​✅ No Immediate Action,58.51248
Male,0,No,No,68,Yes,No,Fiber optic,0,1,1,0,0,0,One year,No,Credit card (automatic),79.6,5461.45,No,0,2,0,0.03676544,Low Risk,​​​​​​​✅ No Immediate Action,18.38272
Female,0,Yes,Yes,24,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,24.7,571.75,No,0,0,0,0.014086595,Low Risk,​​​​​​​✅ No Immediate Action,7.0432973
Male,0,Yes,No,70,Yes,Yes,DSL,1,0,1,1,0,1,Two year,No,Credit card (automatic),77.3,5498.2,No,0,4,0,0.046524055,Low Risk,​​​​​​​✅ No Immediate Action,23.262028
Male,0,No,No,3,No,No phone service,DSL,0,0,0,1,0,0,Month-to-month,Yes,Electronic check,29.75,96.85,No,0,1,0,0.42547616,Low Risk,​​​​​​​✅ No Immediate Action,212.73808
Male,0,No,No,2,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,0,0,0,0.33545452,Low Risk,​​​​​​​✅ No Immediate Action,167.72726
Male,0,Yes,No,3,No,No phone service,DSL,0,1,0,0,0,0,Month-to-month,No,Credit card (automatic),29.8,94.4,No,0,1,0,0.19706742,Low Risk,​​​​​​​✅ No Immediate Action,98.533714
Female,0,No,No,7,Yes,Yes,DSL,0,0,0,1,1,1,Month-to-month,Yes,Electronic check,74.65,521.1,Yes,1,3,1,0.7979196,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,398.95978
Female,0,No,No,13,Yes,No,DSL,1,0,0,0,1,1,Month-to-month,Yes,Electronic check,71.95,923.85,No,0,3,0,0.26053548,Low Risk,​​​​​​​✅ No Immediate Action,130.26775
Male,0,No,No,7,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.75,141.1,No,0,0,0,0.17798859,Low Risk,​​​​​​​✅ No Immediate Action,88.99429
Male,0,Yes,Yes,12,Yes,No,DSL,0,0,0,0,1,0,Month-to-month,Yes,Mailed check,56.3,628.65,No,0,1,0,0.18653195,Low Risk,​​​​​​​✅ No Immediate Action,93.265976
Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,0,1,1,0,1,1,One year,Yes,Electronic check,105.25,5576.3,No,0,4,0,0.75208455,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,376.04227
Female,0,No,No,12,Yes,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,1,2,1,0.87290424,High Risk,​​​​​​​🔥 Call + 20% Discount,436.45212
Male,0,Yes,Yes,63,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.55,1245.6,No,0,0,0,0.009473033,Low Risk,​​​​​​​✅ No Immediate Action,4.7365165
Female,0,No,No,15,Yes,No,DSL,1,1,1,1,1,1,Month-to-month,No,Mailed check,84.45,1287.85,No,0,6,0,0.10314494,Low Risk,​​​​​​​✅ No Immediate Action,51.57247
Male,0,Yes,Yes,36,Yes,No,DSL,1,1,0,0,0,0,One year,No,Mailed check,53.65,1939.35,No,0,2,0,0.017640457,Low Risk,​​​​​​​✅ No Immediate Action,8.820229
Male,1,Yes,No,4,No,No phone service,DSL,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,29.9,118.25,No,0,1,0,0.6803184,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,340.1592
Female,0,Yes,Yes,24,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.7,452.55,No,0,0,0,0.009882785,Low Risk,​​​​​​​✅ No Immediate Action,4.941393
Female,0,No,No,61,No,No phone service,DSL,1,1,1,1,0,0,One year,No,Credit card (automatic),43.7,2696.55,No,0,4,0,0.018895831,Low Risk,​​​​​​​✅ No Immediate Action,9.447915
Male,0,No,No,16,Yes,Yes,DSL,0,1,0,0,0,0,Month-to-month,No,Electronic check,55.3,875.35,No,0,1,0,0.2197307,Low Risk,​​​​​​​✅ No Immediate Action,109.86535
Male,0,Yes,Yes,65,Yes,No,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),19.85,1267.05,No,0,0,0,0.005441378,Low Risk,​​​​​​​✅ No Immediate Action,2.7206888
Female,0,Yes,Yes,26,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.65,494.9,No,0,0,0,0.004763654,Low Risk,​​​​​​​✅ No Immediate Action,2.3818269
Male,0,No,No,16,Yes,No,DSL,0,0,0,1,0,0,Month-to-month,Yes,Mailed check,49.45,799.0,No,0,1,0,0.22036143,Low Risk,​​​​​​​✅ No Immediate Action,110.18071
Female,0,Yes,No,54,Yes,Yes,Fiber optic,1,1,0,0,1,1,One year,No,Bank transfer (automatic),106.55,5763.3,Yes,1,4,1,0.15698987,Low Risk,​​​​​​​✅ No Immediate Action,78.494934
Male,0,No,No,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.1,20.1,Yes,1,0,1,0.7961215,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,398.06073
Male,0,No,Yes,5,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,20.45,106.9,No,0,0,0,0.025008308,Low Risk,​​​​​​​✅ No Immediate Action,12.504154
